トランプ,143,支持,109,残念,27,関東大震災,4,ロ,20,ヒラリー,23,北方領土,35,,,毎日,36,日前,8,う,3,報じる,82,厳しい,13,誠に,17,まとめ,5,とる,13,うい,1,さらに,18,青,42,,,,
皆さん,142,行為,108,不逞,27,元日,4,川崎,19,韓,21,神奈川,34,,,結局,33,手前,7,お疲れ様,3,行く,79,詳しい,12,何故か,15,ぉ,4,めぐる,13,うるさい,1,ちょっと,18,目,42,,,,
残党,141,お願い,107,完全,25,新大久保,4,毎日,19,晋,17,北海道,34,,,自ら,32,拉致問題,6,やれやれ,3,喚く,78,美味しい,12,仲良く,15,おい,4,やってくる,11,うれしい,1,まだまだ,18,桜,41,,,,
犯罪,136,意味,107,重要,25,日本書紀,4,中央日報,18,崔,17,九州,33,,,昨年,31,月前,5,あの,2,止める,76,怖い,12,いい加減,14,おっぱい,4,くたばる,10,ええ,1,より,18,口,38,,,,
社会,133,予定,105,普通,25,アイヌ,3,民主党,17,謝蓮舫,16,ドイツ,32,,,今月,27,どうなる日本,4,こりゃ,2,起きる,75,近い,11,最も,14,そっちのけ,4,くださる,9,おとなしい,1,どんどん,15,嘘,36,,,,
学校,132,報道,104,無事,24,シナ,3,X,16,西田,16,英国,31,,,最近,27,,,さぁ,2,頑張る,74,新しい,11,常に,14,ちゃ,4,ぶつける,9,おどろおどろしい,1,とことん,13,死,34,,,,
届け,132,運動,89,遺憾,22,ツイキャス,3,アパ,16,百合子,15,札幌,31,,,その後,26,,,じゃあ,2,作る,74,低い,10,心から,14,つまり,4,わける,9,きつい,1,ほぼ,13,間,32,,,,
記事,128,売春,88,疑問,22,マリオン,3,ユネスコ,16,正男,14,福岡,29,,,一部,23,,,はぁ,2,取る,74,楽しい,9,直ちに,14,やくざ,4,ちる,8,くい,1,もっと,13,敵,31,,,,
皆様,124,報告,88,好き,22,伊勢神宮,3,熊本大,16,キム,13,欧州,27,,,朝,23,,,ほら,2,騒ぐ,72,嬉しい,9,特に,13,ろくでなし,4,つながる,8,くやしい,1,かつて,12,夢,31,,,,
国家,119,　-　,87,不思議,22,君が代,3,公明党,15,チャン,12,釜山,27,,,多数,21,,,ヤレヤレ,2,呼ぶ,71,情けない,9,再び,12,あたり,3,ほざく,8,くらい,1,とにかく,12,気,30,,,,
ヘイト,115,虚構,82,大切,21,水戸黄門,3,壊,14,高須,12,広島,25,,,時間,20,,,嗚呼,2,書く,71,遅い,9,極めて,11,あて,3,おく,7,こよない,1,どうしても,12,下,28,,,,
先生,110,組織,82,迷惑,21,青瓦台,3,財務省,13,昌司,12,尖閣,23,,,以前,19,,,zzzz,1,続く,71,苦しい,8,結構,11,あらまし,3,まとめる,7,しょぼい,1,やはり,11,豚,28,,,,
不逞,108,変態,81,非常,20,大正,3,産経新聞,13,豊洲,12,アジア,22,,,当時,18,,,ありゃ,1,頂く,70,痛い,8,断じて,11,ぇ,3,もたらす,7,ともい,1,きちんと,10,他,27,,,,
極左,107,放送,80,緊急,19,かでる,2,参院,12,呉,11,名護,22,,,来月,18,,,あれ,1,使う,69,等しい,8,平然と,11,おし,3,あたる,6,ねむい,1,まったく,10,会,26,,,,
候補,107,妨害,79,高度,18,イスラム,2,朝鮮総連,12,千葉,11,欧米,21,,,それぞれ,17,,,あれれ,1,許す,66,有難い,8,別に,11,こ,3,すする,6,ほしい,1,もし,10,残,26,,,,
ファースト,98,募集,78,正式,18,ウルトラマン,2,NHK,11,ドナルド,10,静岡,21,,,直接,17,,,いえいえ,1,変わる,64,悔しい,7,未だに,11,こと,3,たつ,6,ものものしい,1,いったい,9,都,26,,,,
一味,97,終了,76,当たり前,18,オバマ,2,支那,11,ノーベル,10,崩,21,,,一切,16,,,いやぁ,1,向ける,59,甘い,7,一度,10,しよう,3,でる,6,やばい,1,いろいろ,9,火,24,,,,
外国,95,行動,75,明確,18,カタミ,2,ニダ,10,稲田,10,フィリピン,20,,,戦後,16,,,うわ,1,死ぬ,58,激しい,7,少なくとも,10,そっぽ,3,なくなる,6,やましい,1,こんなに,9,側,24,,,,
精神,89,配信,75,様々,18,キモ,2,広島,10,芳生,10,南京,20,,,直後,16,,,ええい,1,起こす,56,重い,7,未だ,10,たる,3,だす,5,やわらかい,1,どんなに,9,朴,24,,,,
街宣,87,理解,73,まとも,17,コ・スン,2,産経,10,麗子,10,ソウル,19,,,来週,16,,,おい,1,掲げる,56,深い,7,何とか,9,まり,3,づく,5,,,はっきり,9,形,23,,,,
状況,86,演説,72,駄目,17,ゴキブリパヨク,2,ナチス,8,ツイ,9,川崎,19,,,来年,16,,,おや,1,続ける,56,短い,7,随分,9,もと,3,なす,5,,,せっかく,8,天,23,,,,
被害,85,支援,71,特別,17,サベツ,2,警視庁,8,リカ,9,池袋,19,,,次第,15,,,お早う,1,開く,54,汚い,6,相変わらず,9,やまと,3,ふる,5,,,そろそろ,8,旗,21,,,,
ニダ,83,戦争,69,大好き,15,ジャワ島,2,CNN,7,安田,9,関西,18,,,以降,14,,,ごめん,1,始まる,54,潔い,6,同じく,9,らい,3,ほる,5,,,そんなに,8,公,21,,,,
人権,81,断交,69,大丈夫,15,ジンケンガー,2,SS,7,王,9,タイ,17,,,当初,14,,,ざまあみろ,1,取り上げる,50,見苦しい,6,突然,9,ろ,3,みせる,5,,,わざわざ,8,道,21,,,,
話題,81,お知らせ,68,必死,15,チョッパリ,2,外務省,7,公,9,新宿,16,,,日頃,13,,,その,1,終わる,50,醜い,6,ニコニコ,8,あん,2,やらかす,5,,,しっかり,7,本,20,,,,
言葉,80,教育,68,新た,14,テコンダー,2,共同通信,7,西村,9,鹿児島,15,,,午後,12,,,ただいま,1,与える,49,少ない,6,何と,8,ぃ,2,やれる,5,,,せめて,7,連,20,,,,
大会,80,掲載,66,哀れ,13,ドラえもん,2,毎日新聞,7,石橋,9,渋谷,15,,,年末,11,,,なんか,1,聞く,48,凄い,6,何より,8,ぅ,2,いえる,4,,,とくに,7,罪,19,,,,
政党,79,話,65,確実,13,ヌーハラ,2,by,6,太,9,高江,14,,,本来,11,,,ねえ,1,関わる,47,長い,6,もう一度,7,おつむ,2,おせる,4,,,とても,7,否,19,,,,
責任,76,実験,63,無駄,13,ネトウヨガー,2,THAAD,6,田母神,9,仏,14,,,はじめ,10,,,ふーん,1,呼びかける,44,遠慮ない,5,何でもかんでも,7,おば,2,おる,4,,,ひたすら,7,屑,18,,,,
裁判,75,反応,62,ダメ,11,ネトパヨ,2,巨人,6,斉,8,アメリカ,13,,,一斉,10,,,ほんと,1,頂ける,44,喜ばしい,5,既に,7,かいな,2,たぐる,4,,,まあ,7,事,18,,,,
連中,75,応援,59,巨大,11,ノイホイ,2,最高裁,6,朋美,8,山尾,13,,,数々,10,,,ようこそ,1,違う,43,厚い,5,再度,7,かお,2,たれる,4,,,きっと,6,場,18,,,,
経済,74,慰安,58,深刻,11,ハチ公,2,JAPAN,5,鈴木,8,浮石,13,,,全体,10,,,,,散らす,43,小汚い,5,暫く,7,かご,2,なくす,4,,,さっさと,6,糞,18,,,,
キャス,73,入党,58,大量,11,フー,2,M,5,クリントン,7,宮崎,12,,,全部,10,,,,,送る,43,凄まじい,5,余りに,7,かね,2,なれる,4,,,ぜひ,6,蓮,18,,,,
モイ,73,開始,55,如何,11,プチ,2,TBS,5,ヒトラー,7,対馬,12,,,当日,10,,,,,決まる,40,著しい,5,余程,7,かも,2,はいる,4,,,どうか,6,客,17,,,,
ミサイル,72,啓,55,流石,11,ヘイトスッペチ,2,自民,5,横田,7,日本海,12,,,毎年,10,,,,,取り戻す,39,遠い,4,一旦,6,ぎざいます,2,いらっしゃる,3,,,もともと,6,女,17,,,,
勢力,72,決定,55,可哀想,10,ヘイトスピーチニダ,2,社民党,5,俊雄,7,ベトナム,11,,,挙句,9,,,,,流す,38,極まりない,4,敢えて,6,こころ,2,うかがう,3,,,やたら,6,別,17,,,,
政策,72,署名,55,結構,10,ホワイトハウス,2,労働党,5,春樹,7,佐賀,11,,,全て,9,,,,,伝える,37,愚かしい,4,今更,6,ごはん,2,おもねる,3,,,よろしく,6,酒,16,,,,
売国,72,発売,55,不可能,10,ポチ,2,EU,4,大介,7,朝,11,,,連日,9,,,,,飛ばす,37,軽い,4,最早,6,ざざ,2,かく,3,,,いっそう,5,首,16,,,,
ツイート,69,生活,54,法的,10,マック,2,IS,4,コール,6,フランス,10,,,近く,8,,,,,忘れる,36,済まない,4,取りあえず,6,しば,2,しれる,3,,,すぐ,5,鮮,16,,,,
パチンコ,69,予告,54,圧倒的,9,メンション,2,RT,4,ション,6,豪州,10,,,今週,8,,,,,殺す,35,弱い,4,直ぐ,6,そば,2,ちらつく,3,,,ずっと,5,店,16,,,,
メンション,68,脅迫,53,元気,9,ローマ法王,2,The,4,奥田,6,朝鮮半島,10,,,最中,8,,,,,叩く,35,暑い,4,要するに,6,たこ,2,つるむ,3,,,そのまま,5,親,15,,,,
人間,68,宣言,53,無関係,9,一島,2,VS,4,学,6,露,10,,,昨今,8,,,,,嫌う,34,小さい,4,ズバリ,5,ただ,2,てる,3,,,たった,5,身,15,,,,
テロ,67,補助,52,過剰,8,沖ノ鳥島,2,w,4,寛,6,インドネシア,9,,,将来,8,,,,,語る,34,心強い,4,一気に,5,だいだい,2,ふためく,3,,,なかなか,5,数,15,,,,
情報,66,殺害,51,間抜け,8,桜井,2,フジ,4,荒巻,6,横浜,9,,,朝方,8,,,,,超える,34,親しい,4,何で,5,ちゃんぽん,2,ぶつ,3,,,まさか,5,舫,15,,,,
ツイッター,65,侵害,51,重大,8,石垣島,2,警察庁,4,正日,6,橋下,9,,,日々,8,,,,,願う,33,羨ましい,4,何とも,5,つながり,2,ぼる,3,,,まさに,5,悪,14,,,,
記者,64,紹介,50,正当,8,川東,2,衆議院,4,増田,6,重根,9,,,八月,8,,,,,繰り返す,33,暖かい,4,僅か,5,とことん,2,まく,3,,,またまた,5,顔,14,,,,
サイト,63,開催,49,徹底的,8,男鹿半島,2,朝鮮中央通信,4,村上,6,上海,9,,,一昨日,7,,,,,言える,33,馬鹿馬鹿しい,4,所詮,5,ところ,2,ます,3,,,まるで,5,赤,14,,,,
被告,63,存在,49,同様,8,天皇誕生日,2,電通,4,百田,6,真珠湾,9,,,五月,7,,,,,示す,33,悲しい,4,色々,5,とそ,2,みえる,3,,,がっかり,4,帝,14,,,,
外交,61,誕生,49,有利,8,富士山,2,AbemaTV,3,のりこ,5,中東,9,,,午前,7,,,,,上がる,33,明るい,4,二度と,5,とり,2,みなす,3,,,さすが,4,泡,14,,,,
容疑,61,非難,49,凶暴,7,北千住,2,AIIB,3,はるみ,5,辺野古,9,,,後日,7,,,,,下げる,32,優しい,4,もう少し,4,ねずみ,2,われる,3,,,ずばり,4,北,14,,,,
政権,60,移民,48,厳重,7,ー,1,Economist,3,岸田,5,野間,9,,,今頃,7,,,,,帰る,32,欲しい,4,異に,4,へったくれ,2,あそばす,2,,,たとえ,4,命,14,,,,
ネトウヨ,59,視聴,47,困難,7,ぉりてぃ,1,JR,3,菊川,5,山口,8,,,夜,7,,,,,申し上げる,32,懐かしい,3,一応,4,ぺぺ,2,あわせる,2,,,たまたま,4,翼,14,,,,
国会,59,対応,47,主,7,にっぽん,1,LOVE,3,吉田,5,新潟,8,,,一昨年,6,,,,,罵る,32,寒い,3,一層,4,まとも,2,いける,2,,,どうのこうの,4,嵐,14,,,,
団体,58,意見,46,主要,7,ぱよちん,1,SP,3,景子,5,長崎,8,,,一時,6,,,,,変える,32,狭い,3,恐らく,4,め,2,うつ,2,,,ばったり,4,県,13,,,,
本部,58,説明,44,素直,7,アイザック,1,with,3,山城,5,コリア,7,,,始め,6,,,,,迎える,31,空しい,3,終始,4,わさび,2,おっしゃる,2,,,またぞろ,4,寺,13,,,,
暴力,56,工作,43,卑劣,7,アウトレイジ,1,タイムズ,3,小林,5,ロンドン,7,,,新年,6,,,,,決める,31,古い,3,遂に,4,わに,2,かなう,2,,,もっとも,4,籍,13,,,,
日記,55,取材,43,悲惨,7,アパホテル,1,ヘイト,3,昌,5,英,7,,,程,6,,,,,付ける,31,誇らしい,3,大いに,4,ぁ,1,かまう,2,,,やっぱり,4,地,13,,,,
番組,55,勝利,43,滅茶苦茶,7,アベ,1,ヘイトスピーチ,3,松井,5,翁長,7,,,平日,6,,,,,名乗る,31,厚かましい,3,本当は,4,ぁめんを,1,かむる,2,,,よし,4,脳,13,,,,
リンチ,54,調査,43,立派,7,アベガー,1,安保理,3,菅,5,極東,7,,,いま,5,,,,,貶める,31,細かい,3,無理やり,4,あまり,1,かる,2,,,あくまで,3,街,12,,,,
申し込み,54,確認,42,ダイレクト,6,アレ,1,宇佐,3,整,5,銀座,7,,,以来,5,,,,,広がる,30,若い,3,あっという間に,3,あら,1,かれる,2,,,かなり,3,左,12,,,,
槿惠,53,実施,42,簡単,6,アンド,1,沖縄タイムス,3,村田,5,江戸,7,,,過日,5,,,,,入れる,30,辛い,3,ピッ,3,あれこれ,1,きたす,2,,,こぞって,3,志,12,,,,
掲示板,52,受付,42,急,6,イアンフガー,1,韓進,3,鳥越,5,神戸,7,,,時期,5,,,,,目指す,30,相応しい,3,引き続き,3,いただき,1,くすねる,2,,,しばらく,3,恥,12,,,,
子供,52,準備,42,健康,6,イアンフモンダイガー,1,宮内庁,3,津田,5,全米,7,,,先月,5,,,,,問う,30,大人しい,3,何でも,3,いたちごっこ,1,くれる,2,,,そもそも,3,某,12,,,,
女性,52,請求,42,懸命,6,オ・ゴンテ,1,公安調査庁,3,日成,5,東日本,7,,,同日,5,,,,,受け入れる,29,貧しい,3,何ら,3,いちび,1,げする,2,,,とやかく,3,例,12,,,,
世論,52,凍結,42,十分,6,オウム真理教,1,公明,3,鳩山,5,シリア,6,,,普段,5,,,,,信じる,29,安い,2,何一つ,3,いちゃもん,1,しく,2,,,どしどし,3,右,11,,,,
ネット,51,破壊,41,真剣,6,オスプレイ,1,三省堂,3,北川,5,リオ,6,,,毎回,5,,,,,訪れる,29,暗い,2,宜しく,3,いね,1,ずらす,2,,,ほとんど,3,胸,11,,,,
各地,51,協力,40,真摯,6,オパルパル,1,山口組,3,有田,5,安倍,6,,,明後日,5,,,,,潰す,28,鋭い,2,急きょ,3,いらっしゃい,1,そそる,2,,,まして,3,劇,11,,,,
国内,51,強制,40,不要,6,オルタナ,1,衆院,3,アル,4,屋城,6,,,そもそも,4,,,,,得る,28,温かい,2,近々,3,うさ,1,たとえる,2,,,もとより,3,建,11,,,,
相手,51,設置,40,無効,6,カルティスト,1,小池,3,ダン,4,関東,6,,,紀元前,4,,,,,落ちる,28,可愛い,2,元々,3,うそ,1,つなげる,2,,,やっと,3,犬,11,,,,
地震,51,措置,40,有名,6,キチ,1,中日,3,ハン,4,中,6,,,近年,4,,,,,結ぶ,27,危ない,2,互いに,3,うた,1,つまむ,2,,,あまり,2,食,11,,,,
模様,51,提出,40,安定,5,キリ,1,東亜日報,3,伊藤,4,中国,6,,,昨日今日,4,,,,,合わせる,27,言うまでもない,2,思う存分,3,うっぷん,1,とまれる,2,,,あまりに,2,風,11,,,,
委員,50,.,39,急激,5,クソウヨク,1,日弁連,3,一郎,4,東亜,6,,,次回,4,,,,,撒く,27,口汚い,2,思わず,3,うつつ,1,なさる,2,,,いくら,2,薬,11,,,,
日本一,50,感謝,39,凶悪,5,クラ,1,A,2,岡田,4,日本国,6,,,週末,4,,,,,進む,27,酸っぱい,2,然,3,ぇる,1,なびく,2,,,いざ,2,力,11,,,,
ポコペン,49,希望,39,強気,5,クルッポ,1,amazon,2,河野,4,オーストリア,5,,,瞬間,4,,,,,選ぶ,27,思わしくない,2,続々,3,ぇるすまんの,1,のぼる,2,,,いずれ,2,EU,10,,,,
動画,49,中傷,39,極端,5,コクソン,1,CM,2,圭,4,カリフォルニア,5,,,先ごろ,4,,,,,答える,27,臭い,2,多少,3,ぇん,1,ひる,2,,,いまだに,2,海,10,,,,
現状,48,影響,38,更,5,コミンテルン,1,com,2,浩一,4,ソ連,5,,,前年,4,,,,,負ける,27,上手い,2,沢山,3,ぇんってどういうこと,1,ぶつかる,2,,,ごく,2,水,10,,,,
言論,48,建設,38,豪華,5,コリアン,1,Do,2,克,4,トルコ,5,,,大体,4,,,,,述べる,26,図々しい,2,仲よく,3,おごり,1,まつ,2,,,さぞ,2,木,10,,,,
写真,48,会見,37,慎重,5,ゴーギャン,1,Dolly,2,佐藤,4,マレーシア,5,,,途中,4,,,,,進める,26,嘆かわしい,2,殆ど,3,おじさん,1,まとまる,2,,,さぞや,2,夏,9,,,,
集団,47,記念,37,正直,5,ゴジラ,1,Doronpa,2,順,4,久屋,5,,,半ば,4,,,,,有る,26,仲良い,2,たった今,2,おにぎり,1,まわす,2,,,さも,2,魂,9,,,,
歴史,47,発射,37,罰当たり,5,サプサル,1,ID,2,小泉,4,高麗,5,,,半年,4,,,,,立てる,26,熱い,2,コロコロ,2,かつあげ,1,もらう,2,,,そっくり,2,上,9,,,,
警察,46,拉致,37,不当,5,サベツガー,1,JUNIOR,2,信行,4,済州,5,,,半分,4,,,,,襲う,25,美味い,2,ドンドン,2,からくり,1,やりあう,2,,,だいたい,2,世,9,,,,
住民,46,遠征,36,不能,5,ザイトクカイガー,1,katsuyatakasu,2,森本,4,松江,5,,,毎週,4,,,,,待つ,25,不味い,2,暗に,2,かわり,1,あう,1,,,でん,2,名,9,,,,
総連,46,検討,36,放題,5,シノ,1,KBS,2,瑞穂,4,上野,5,,,毎度,4,,,,,諦める,25,味わい深い,2,依然として,2,がんじがらめ,1,あおる,1,,,とう,2,麺,9,,,,
通貨,46,出馬,36,無意味,5,ジミンガー,1,KISS,2,誠,4,信州,5,,,たくさん,3,,,,,怒る,25,眠い,2,意外と,2,ぎらいしたり,1,あがく,1,,,とっくに,2,涙,9,,,,
信者,45,停止,36,野放し,5,スーパーマリオラン,1,NG,2,石平,4,新小岩,5,,,一月,3,,,,,教える,24,目出度い,2,何だか,2,くず,1,あきる,1,,,とっても,2,家,8,,,,
戦い,45,連絡,36,論外,5,スターウォーズ,1,NH,2,太郎,4,千葉,5,,,間近,3,,,,,集まる,24,幼い,2,何時も,2,くら,1,あざける,1,,,とっとと,2,黒,8,,,,
内容,45,違反,35,歪,5,スプラトリー,1,NO,2,中川,4,独逸,5,,,軒並み,3,,,,,懲りる,24,力強い,2,敢然と,2,くり,1,あしらう,1,,,どうせ,2,子,8,,,,
文化,45,合同,35,横暴,4,スマ,1,NY,2,鄭,4,北九州,5,,,今夏,3,,,,,付く,24,冷たい,2,喜々,2,ぐっぐ,1,あせる,1,,,どうぞ,2,車,8,,,,
未来,45,騒動,35,過度,4,センジンノジンケンガー,1,OK,2,島崎,4,サハリン,4,,,今朝,3,,,,,会う,22,やり切れない,1,毅然と,2,けが,1,あふれる,1,,,どうにか,2,寅,8,,,,
カウンター,44,崩壊,35,滑稽,4,ソン,1,SUPER,2,嶋田,4,ハンガリー,4,,,最期,3,,,,,回る,22,ダサい,1,高々,2,けしからん,1,あらす,1,,,どれほど,2,碌,8,,,,
スワップ,44,%,34,肝要,4,ゾンビ,1,TN,2,東村,4,パナマ,4,,,世界一,3,,,,,撮る,22,バカバカしい,1,今や,2,けじめ,1,いただく,1,,,なにか,2,IS,7,,,,
一般,44,主催,34,強力,4,ターゲスシャウ,1,Twitter,2,福島,4,マリ,4,,,正午,3,,,,,始める,22,偉い,1,些か,2,けら,1,いれる,1,,,なんと,2,雨,7,,,,
言動,44,保護,34,健全,4,チーナ,1,U,2,明博,4,ミシガン,4,,,前後,3,,,,,死ねる,22,汚らしい,1,次に,2,こたつ,1,うる,1,,,にっこり,2,王,7,,,,
民族,44,構成,33,散々,4,チェ・ジェイク,1,waiwai,2,弥,4,蔚山,4,,,中旬,3,,,,,知れる,22,下らない,1,順次,2,こんにゃく,1,える,1,,,はた,2,壊,7,,,,
名前,44,絶叫,33,自然,4,チャイニーズ,1,When,2,靖彦,4,我那覇,4,,,本年,3,,,,,絡む,22,果てしない,1,正々堂々,2,さい,1,おっかける,1,,,びく,2,学,7,,,,
ニュース,43,期待,32,生,4,チョウセジンノジンケンガー,1,WILL,2,麗,4,宮城,4,,,六月,3,,,,,謳う,22,禍々しい,1,精一杯,2,ざなりになるのは,1,おっかぶせる,1,,,べったり,2,丸,7,,,,
皆さま,43,中止,32,静か,4,チョウセンジンノジンケンガー,1,Youtube,2,和,4,秋田,4,,,いっぺん,2,,,,,陥る,21,感慨深い,1,単に,2,ざま,1,おどす,1,,,ますます,2,逆,7,,,,
現地,43,賠償,32,早急,4,チョン・ホンソク,1,YY,2,潘,4,台,4,,,いつか,2,,,,,許せる,21,忌まわしい,1,丁度,2,しき,1,おどろく,1,,,またもや,2,血,7,,,,
次期,43,判断,32,大嫌い,4,ツイッターフォロワー,1,アサヒ,2,あけみ,3,竹島,4,,,お昼,2,,,,,驚く,21,気持ちよい,1,度々,2,す,1,おりる,1,,,まっしぐら,2,元,7,,,,
体長,43,誹謗,32,単純,4,ディズニーランド,1,サベツ,2,ちや,3,東アジア,4,,,この間,2,,,,,見える,21,疑わしい,1,同時に,2,それなり,1,かぎつける,1,,,やや,2,山,7,,,,
土人,43,",",31,直ぐ,4,デマニダ,1,ニカ,2,エル,3,南シナ海,4,,,さっき,2,,,,,逃げる,21,虚しい,1,寧ろ,2,そん,1,かこう,1,,,よっぽど,2,初,7,,,,
怒り,43,監査,31,独自,4,ナ,1,パク,2,サイモン,3,博多,4,,,一生,2,,,,,届く,21,興味深い,1,凡そ,2,たかり,1,かこつける,1,,,わずか,2,尻,7,,,,
一つ,42,仕事,31,不快,4,ニギャ,1,フジテレビ,2,ジャン,3,無量寺,4,,,下旬,2,,,,,貰う,21,堅い,1,予め,2,たて,1,かする,1,,,あくまでも,1,真,7,,,,
各国,42,対策,31,有力,4,ニダ,1,プレ,2,ジョン,3,鶯谷,4,,,各自,2,,,,,及ぶ,20,厳つい,1,余り,2,だい,1,かよう,1,,,あしからず,1,神,7,,,,
時代,42,返還,31,憐れ,4,ニホニウム,1,ベンツ,2,チン,3,いわき,3,,,近日,2,,,,,経つ,20,古臭い,1,ある程度,1,だるま,1,かられる,1,,,いかに,1,足,7,,,,
様子,42,暴行,31,シンプル,3,ニャ,1,ホンダ,2,プミポン,3,アラブ,3,,,偶然,2,,,,,巡る,20,胡散臭い,1,アッという間に,1,ちょっかい,1,きける,1,,,いきなり,1,隊,7,,,,
